Gene_name,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth
Gene71,103573.1168,94984.47558,18100.63837,106973.9278,394184.4857,177071.6686,4902.249262,47439.59676,568449.6474,366782.6566,124396.5766,13363.51843,53356.00043,354356.4164,32889.99496,86167.30016,1748885.729,3518565.797,27666191.8,20047415.79,4886329.661,791884.6903,8669431.237,17877332.54,6109848.246,14555292.01,1196731.399,2383600.352,92337426.48,3979057.042,1924135.83,10888007.41
Gene72,120706.8653,57870.56068,59027.63193,79887.1603,111993.4037,161644.4919,226598.2176,70051.27111,63077.44329,73557.00274,494861.8734,10955.71648,5006.861397,29319.78051,369436.1132,94947.92212,37840.67916,23993.03886,515861.6662,118976.4342,25802.32872,1868101.305,62448.67664,75294.68629,33015.89071,43945.32414,39080.01245,221650.1632,379498.8388,177407.4185,12573.19589,87944.28343
Gene73,13378595.12,25367104.46,9001251.505,54803374.73,11370460.14,148966383.9,22165711.03,676640.0953,93929302.85,78579013.74,4340263.596,126314728.4,3778780.299,1471776.565,2853056.977,15261970.6,1499166.463,29548962.95,6418758.264,4120309.262,23973539.79,5021507.105,2003986.047,5699156.156,672378.9955,1994537.767,5319630.007,4466556.715,8042930.543,6652117.01,5530403.087,2226625.348
Gene74,19782.56527,560616.2784,7790.431366,30174.43589,3308.932105,12709.05659,25961.56661,3871.109818,2267.576345,39097.61277,11643.9521,71144.55312,22554.71236,24516.34393,15361.92385,6266.343143,384507.3408,9546663.88,10456631.1,617521.7421,2021970.987,4634718.757,383286.1017,5065552.819,351273.0928,974714.1585,1503765.674,2452328.447,66031.42528,1647681.852,9080001.777,2267238.49
Gene75,3740.688176,976.2388607,790.9486031,2890.030712,4105.129085,271.2149237,2813.857804,3365.161743,1208.544294,2136.036458,3270.053955,250.275971,9121.68217,1092.347838,231.9885604,2268.974816,43019.92083,153557.4846,12359.14701,65620.98073,12404.50176,153191.1352,7953.392198,136412.5068,57258.14146,56430.75517,195995.8369,7295.239769,26937.93925,199119.0836,43124.37928,85666.46425
Gene76,315.4262163,286.0740749,203.4189096,246.1274845,803.4937795,290.5665236,507.1867059,207.3718395,303.2230701,1458.612438,275.4056073,305.9698188,164.8928743,170.0864009,650.4188586,358.1556181,1145.739257,507.4673979,572.4390896,873.2072732,373.5846704,496.1653881,145.4730241,389.0336272,418.1713363,306.2354325,389.2452869,107.6249977,1021.68108,237.6210187,193.4021838,423.0470693
Gene77,3.911486319,4.901186217,7.32343576,4.047671279,4.047459848,8.410839525,1.611106347,11.36685884,5.65333774,6.154921201,10.915017,18.94292942,6.994873671,7.613102601,26.02663399,6.566512233,995.4141742,467.5453364,443.2775412,117.7693428,273.3654148,848.2776891,554.4869158,141.1306167,588.6230338,263.6985048,663.6132392,348.5879755,1453.176845,263.7092106,333.6437776,863.8057871
Gene78,1357.701871,4174.32498,1157.046284,604.7862751,1823.430832,162.7842774,1458.829055,404.0324304,331.9121405,230.4528752,1715.095011,601.1010762,159.847429,2079.965105,2332.671376,3809.361373,20882.55582,24198.50288,103701.7027,23119.09648,68743.38345,131879.2148,51152.04133,61257.92801,101407.9893,86376.37303,339212.5844,64752.95561,300792.9778,53540.29694,15189.98339,102225.2353
Gene79,1026066.518,9116.757961,16143.68956,234698.8733,92418.09321,49466.10835,40020.8819,94368.12236,341510.3778,34118.66397,754068.3438,136433.9133,171834.3201,213045.4802,51609.6527,562725.2669,202321.5045,54419.80043,84900.79599,181893.6527,157541.2101,10680.79575,43426.11931,26341.52947,30087.58582,18946.21433,69154.15865,53942.01969,20324.02919,90275.36722,164353.7846,12279.1762
Gene80,65749.45911,823251.3483,389616.0801,240829.023,272349.298,277263.7785,558365.4987,78178.66874,752308.9446,308793.4903,196166.1626,439473.5626,214834.7284,479279.7836,5470082.751,579790.1982,371239.3003,387082.5441,162004.6485,193706.7087,3631670.285,1725234.152,618953.6048,98744.79925,200068.5787,5333538.83,1021314.965,784726.0107,1048568.648,541164.775,1711314.331,159066.5499
Gene81,28156100.17,26574905.03,9166302.244,1306357.296,1131008.262,3715274.054,1145548.723,25701552.38,313257.7719,3232629.813,145370.0769,10364085.71,856719.988,19918108.83,5421223.644,5626872.246,834628.9599,4452339.744,595740.0655,78564606.44,529759.7863,6266109.937,3811690.458,6262771.995,213834.8869,4366461.65,990483.3088,305508.3194,2529863.61,1024477.082,28774576.44,2000193.486
Gene82,14425.93888,9909.145186,26043.74083,10567.75451,5464.577762,3206.021912,25031.17513,6308.16485,6010.85456,15815.79708,8375.871603,10121.39847,13031.80091,5040.117707,10199.53776,4214.949705,128.9021757,149.0852454,290.8818263,104.3561819,187.7691879,121.4895885,121.1269276,186.1560371,135.8948815,347.1116464,100.2838855,174.9906706,166.7057836,309.7233879,156.4200862,58.69238936
Gene83,1052441.934,45803.92306,3933340.307,544700.851,240067253.2,45394727.26,74416261.7,1309852.285,2604035.401,6271013.925,3522587.066,61439011.14,28576390.32,1423587.021,1496341.53,14118182.06,593751635.9,408342303.2,14539025.31,3507950226,478242253.1,905069765.6,32666543.65,54150707.49,4462772.5,1514916180,436605292.8,1341488286,72556767.44,42606996.19,294769237.3,4050824170
Gene84,18605104.53,3933968.098,118566674.6,246159554.6,17958495.26,57834997.01,6597869.885,7379949.387,6636875.866,100759778.4,102323114.3,63818387.2,76799198.65,153827.5262,67057904.44,11562206.73,5885906.633,101368091,38913251.36,69741933.1,34779971.76,24001048.69,6346712.02,21538789.67,18709255.98,17104387.29,64472825.09,38677967.56,10490710.4,76597033.07,79117144.25,29961250.14
Gene85,57275.05068,47674.0472,10092.35087,114404.099,61115.34094,42939.93175,18995.87323,20912.33869,24223.98234,115834.5158,406014.5246,7661.893996,239492.7999,48173.75547,39792.97954,202382.2582,292052.8458,254037.5189,104732.305,326456.9358,19044.4551,65595.92987,157468.9762,193548.9185,39497.81742,246765.4028,13156.89414,5837.472351,53998.97023,35474.38496,11823.36817,114422.4818
Gene86,21.7310865,11.22909979,26.38316223,6.753834124,31.8416963,32.26594984,34.88479035,22.98023101,10.88215589,11.75724881,41.85172018,45.85140283,10.13831427,46.5443813,18.29179615,23.86877181,2008.301372,1184.089454,722.3982306,320.4357127,1243.923123,1200.624287,2211.504645,793.4633711,2201.47601,704.185537,794.9449162,1349.81222,854.2289883,1566.394769,1344.909479,3471.004043
Gene87,40326.76143,20312.91637,32849.29361,15213.59742,7762.985799,48683.86709,12043.02412,68704.08269,18537.05603,14052.60353,20970.81495,15875.83892,18737.70395,8188.5787,18179.53839,19987.10868,354.7848229,942.6877153,367.6953385,345.3785381,142.4971953,616.85327,277.6887221,609.777571,128.5616169,215.8246841,1692.572561,327.3622075,244.6818389,601.9236546,515.4490139,223.8051543
Gene88,40506.13664,25832.02678,65132.93942,35889.04473,23979.81156,33663.82914,30418.02022,13330.21736,14050.64494,11894.75616,22529.92239,24049.18624,19269.94949,54091.56614,32058.84188,19914.89912,540.9509211,276.821823,596.1634919,886.1982519,375.3781777,445.4637423,106.4235531,805.1576197,1417.489241,259.1878161,396.2436504,281.3825847,1160.510889,381.2259202,445.5635947,485.0589602
Gene89,1022.639746,537.7011067,733.6336979,513.0487821,1510.310419,1199.293175,536.4853559,374.3441284,1079.228331,725.4290907,2291.79894,1021.179949,660.3841303,1553.433154,966.0819383,487.7290601,741.745285,459.3310212,1239.781361,470.5329853,281.3592947,520.1608253,702.9825776,905.8101026,1412.170305,1403.647734,2230.982401,1585.555242,2243.372662,1304.636823,3400.156517,641.4697306
Gene90,1178.787888,820.0240776,1609.20232,3362.27914,646.8456101,1279.549704,868.7178883,2918.993836,1020.659539,1967.104892,2602.829131,4743.568219,6154.951197,311.9194257,409.2249763,479.7728784,1797.659245,545.5258447,924.7243559,685.6381173,567.1980271,2037.962698,671.6913944,663.5325409,3192.53576,453.4823272,438.7757698,1733.627775,746.6804522,465.1777992,854.7050806,2849.9891
Gene91,394469.5319,1555515.224,158667251.7,13167545.03,3901394.953,54188846.65,27800989.94,98461761.65,2539409.608,339211753.6,6682116.792,44347089.12,2307086.973,248380615.9,48438824.25,4958077.014,36212579.17,36640564.64,62790128.66,29908482.9,53085706.74,12203179.56,12440996.53,6958506.109,2885935.929,3912676.27,1263916.319,9107657.384,1356167.267,47002054.41,39750463.59,283896073.6
Gene92,1480572867,4855209926,2570873775,19684245190,25247245247,4887142800,16429816914,8051124098,12433226601,1685198852,3121338454,8396832691,1288615070,4086952807,1627082758,2784425584,154592901.5,19804102.15,6799043.888,41096785.34,169536397.6,3975702.457,10541515.19,352275076.6,608488694,54142501.35,89085143.67,8008874.101,10206758.28,194602217.9,76848128.18,59143458.6
Gene93,6512079737,13328452043,9545945317,1872932235,1726474757,10782096512,11319155333,22719587731,1.47195E+11,44239792374,1638216488,5091914714,8702024205,46246297434,6.6285E+11,5956267070,1000497098,75619826.17,713745604.3,52124098.97,123139426.9,216630970.6,4213365.397,423451141.9,798325918.4,595353821.2,47055112.93,51649075.06,488822285.3,121390841.1,769913870.7,126602262
Gene94,27351.06706,108445.6969,366676.6315,4876.35907,30725.61706,10971.23245,204244.0963,55718.73419,32307.00991,217383.1242,57274.10237,42645.58629,222279.6956,56607.72063,223582.8481,140781.7662,19578.25945,59596.44439,21091.33627,76032.20008,85629.11428,157202.2917,102351.2934,24708.83373,17974.6539,15209.75686,185587.4407,71065.59539,15393.75521,363771.5485,110560.7733,278918.8642
Gene95,45988144.56,48920316.03,59717870.52,998867667.7,144460301.8,48506834.43,12060975.82,185211524.9,220589725.4,200443343.5,128805997.8,358381739.4,387379709.5,1499090698,515982180.5,124599934.8,3111067.033,1043310.697,55855.40458,4950330.875,6808609.858,944125.6761,766858.7497,436319.457,513669.0426,18180783.04,505395.5424,2752510.509,14653104.17,10864003.01,2004935.029,4808192.719
Gene96,157642.4629,168556.0428,60862.10423,81594.03794,397265.7207,99663.39448,214899.8259,27032.42575,249464.7044,3354887.88,32998.5042,22105.49786,379743.1707,185510.0403,3683915.802,9970.550322,591616.1019,45291.76856,108332.2634,70279.52228,155018.9898,213957.4525,166496.482,416485.264,70898.53127,174699.2591,148851.0973,188495.9636,391393.7925,302871.5029,462670.143,654722.6619
Gene97,882271.5352,5088934.946,12476821.48,203833358.2,9140567.216,110285217.3,1065315458,127649434,34725012.56,70344102.09,13298159.42,42861377.8,75021954.68,331615523.1,722490390.6,22969717.52,43744325.79,601454334.7,53074894.56,41757105.5,47053277.43,3488497.939,164052537.9,1007480959,1577597.785,5682935.247,97922114.59,782648287,46344112.7,101945168.7,82423942.6,56312454.35
Gene98,2025689.676,22984780.97,1432718.882,7645947.248,24769996.79,11922062.77,3010242.849,3357668.352,2921338.31,2642736.94,27604908.36,10250682.24,3346613.076,23966898.04,3093914.522,5065503.824,329995632.4,12950817.26,5808360.032,6519679.857,6486266.066,77472948.82,1434448.036,3765945.827,25014779.15,26096094.68,22184874.19,22164141.28,51285347.27,49958007.57,105569129.5,1198920.731
Gene99,1063676.228,35154595.91,2193196.183,19591726.27,9394078.947,38295316.2,5763810.015,12451969.53,7427682.942,5552595.779,13364355.9,7951483.583,1047219.873,487741.3347,16512574.16,8171081.712,1088287.934,65816042.25,2837635.521,76401337.6,837298.2826,7511849.914,5813284.758,54904640.02,65181538.22,26359897.15,946056.0261,4491619.926,4492389.393,72120177.54,4113821.837,1649953.139
Gene100,425.6261927,91.41552497,132.3156162,341.1645434,454.6800753,913.2946969,37.3501548,35.67720029,980.7060828,554.7016818,73.22212227,263.0045638,101.5888215,49.92838521,920.3406495,144.4317341,1113.762038,7587.942103,5586.716016,7230.86136,5991.318429,7273.013402,19345.88957,12645.40088,6423.268148,4698.392532,27220.185,19495.23068,9162.611006,13601.35858,7578.867448,14231.21032
Gene101,791919.1008,9411381.279,2104328.169,1139053.677,1042738.598,2495030.621,39385249.86,1116016.871,5438859.956,888134.4337,2995326.613,13494772.79,608259.8084,1579370.245,3558779.181,802504.3954,5968365.58,1555259.377,239206.4327,191182.0547,165003.4412,3528309.952,770511.1037,181305.36,1518322.814,15035360.82,610256.5724,2969633.219,6084165.442,378768.4722,628657.7118,376888.9103
Gene102,458.2683232,2107.218072,1488.058264,666.7571604,370.0585125,397.8894102,8792.207063,7964.770542,361.6912716,7827.489684,983.8856707,639.9431999,314.6892981,9513.952724,2016.499756,1291.215249,52725.20714,19241.47155,170843.6773,17129.85278,333201.3849,95614.28394,49687.79032,54703.94553,35910.99552,43428.9933,3881.982643,201669.9381,67847.803,6446.999502,40376.41468,39462.26594
Gene103,770.5718349,3517.785208,905.1420998,998.4630994,3159.098718,958.2667233,4269.714723,548.1615585,547.185582,340.4394715,1220.945393,671.0573356,1065.19749,572.6726203,251.8248023,1445.228705,863.8289501,1799.076862,886.7132605,662.4178436,657.1508112,916.936808,3099.979735,793.5067503,2207.111076,2555.052377,888.9419866,1134.839692,2824.985407,839.4143164,857.2763183,2379.034347
Gene104,148230653.4,51726323.35,1960713379,2387206615,2074329154,2783923.287,674951120.5,996948396.1,3080341972,264173767,60550970.14,280842362.2,9130287.483,1205675737,1169361006,587714513.5,1895925.717,15097848.71,7335321.34,76197514.46,21352980.88,3104968.197,7375722.399,1639729.736,10325721.21,17201677.27,54574713.51,948078.1221,33534370.53,68199991.96,3926795.615,123760943.9
Gene105,115738.9987,107881.4749,859285.2007,377058.7292,165827.1412,80877.42401,224756.1771,60661.88767,73314.4548,121165.7051,261835.4961,114771.7496,104752.9771,78647.40922,196974.9403,24348.97073,161037.7062,338643.3082,308974.5759,126386.8256,181792.9342,799900.7006,243758.5486,169484.34,231721.1163,12120.61087,74216.52449,545291.8021,849096.0296,332169.1272,589979.8839,18943.82082
Gene106,11276.51062,77331.06205,11187.67669,31259.8209,9458.193186,13410.8696,786360.2477,28708.0944,60244.43169,14647.38043,20437.20352,6793.472365,26672.95439,22113.87421,18013.63346,11054.55106,6418.787719,172197.9135,21001.27602,36514.6285,13436.88771,18022.06693,56216.74696,20601.27816,43063.57074,27080.85794,5248.058654,76468.13693,8434.058329,17027.71186,23804.27388,47135.29956
Gene107,5838333.62,1497272.757,5737272.186,5842775.722,2903468.896,8825490.223,1635028.019,4997342.481,3044141.06,1956081.765,4059783.938,2456255.585,8437014.477,2605196.042,11458213.03,399319.9585,16100.50173,62996.70637,65067.36774,83654.85209,20938.11856,179936.6904,120905.3065,170900.0827,50159.31381,64238.20097,56919.07801,31421.88854,94378.32679,58374.11971,1519683.607,9446.972491
Gene108,2.612751964,3.853444316,1.854371312,5.142946101,1.929609784,2.658404834,2.93184425,1.052394455,2.001664377,1.360624429,0.77479048,2.878486944,2.953367262,1.250636302,4.632429502,1.602449374,257.5469631,284.604369,534.3863279,148.5043312,121.210524,186.5581217,58.32444298,130.546914,122.7915217,153.0357461,158.5595778,285.1735299,242.8428617,93.75239002,81.61094693,247.623716
Gene109,215690402.8,22492126.07,2570721140,121360156.4,1380855998,3088335563,1171301603,20759425.9,241356048.7,77015662.09,1050722693,1929517.852,127089126.2,108320419.3,11397310.58,63467752.48,54914009.11,976349593.4,260094905,262575101.3,395998882.9,17034450.88,343800361.5,79933288.16,523907199.6,8398008.257,4067935759,224081024.9,62365268.07,86549749.94,248259379.3,3539426730
Gene110,4910.499006,11438.12802,7923.002568,12842.50603,5024.747021,12325.75096,7810.788179,5429.405597,4969.087918,6221.79145,5611.892315,9777.829665,2870.055789,11413.48294,7791.363569,7632.954592,149.7854004,70.96391507,126.1786542,220.6085821,462.3792136,130.4684679,182.9442238,96.88249226,43.69073137,153.0026981,222.3684874,98.17912643,75.56150987,134.0496397,359.4358001,53.3912968
Gene111,16525.5876,2706.384525,5533.607346,38463.11262,41491.4165,3450.364216,7566.8747,9529.455004,7243.433738,1161.915363,7664.815381,20949.71915,2987.573115,14422.64297,3051.271693,7935.549524,40032.85542,22238.41747,18056.08175,30753.1246,14931.10766,4394.605075,11249.53591,9577.582852,6636.630619,7003.215896,1671.560461,17212.15952,7986.457223,18904.61719,26433.76161,15571.01197
Gene112,34858.81168,1594371.181,170405.4303,126531.4353,165264.2013,268216.722,516610.8198,69920.48384,1601223.908,633116.3343,374260.0482,232131.6622,9112.253753,301477.9841,600838.5893,766254.0038,1680951.128,60700635.28,1263479.477,19964833.64,30473456.18,34750810.94,47852022.73,2675615.326,5318507.071,810839.0179,69254153.03,6040499.051,9811729.924,37039274.27,1158703.173,1044532.581
Gene113,53058.84794,1092.081441,23592.93437,1588.633387,7125.4203,5239.137401,27822.8989,12050.17934,1496.408014,28420.19144,13214.09565,5320.204218,7895.667475,35401.5774,1980.63523,3626.278647,5941973.204,315153.0823,213773.3995,1103935.24,479318.9041,1781206.543,347853.9761,637613.2089,1569248.122,16027.06278,694944.197,188277.4015,136160.0358,268393.5973,1557923.461,1027309.873
Gene114,231516.8063,89316.41934,176093.6185,129594.1268,106684.2086,427561.655,137336.8293,37307.55821,95262.28253,51249.81159,151642.529,96899.83258,132460.0629,130696.7286,201148.7693,758493.0057,1981.709455,2685.079601,15951.19494,4380.842909,711.8456337,7284.957834,2339.740703,2365.187244,10147.99213,1008.968392,6157.497578,4176.681606,1974.381138,1672.894926,3190.256169,3236.434718
Gene115,6788675713,5078492978,7762574939,2259351163,1657861746,113952740.7,1327577948,482250482,1686208406,1607406076,5506973735,1677360903,8362654180,54042527790,25910747093,56492373872,15993613.86,46531566.38,35173885.57,2184924.606,76906967.65,15455516.72,9474965.739,4362726185,19262138.28,549927575.4,46912165.07,99764998.18,44241509.83,820470.7083,16343873.24,2265982.886
Gene116,220.9233463,1075.271152,278.5261208,436.0423849,144.7748085,572.1279979,1077.788824,692.0371184,846.56301,405.7435116,711.7725025,70.67521321,287.5044548,258.3325956,120.9931911,309.5015692,467.850596,278.6102618,249.7097976,705.1115087,799.9351694,212.4347876,282.1878893,295.8633948,411.6184753,827.5901667,226.1606864,228.6585612,229.6383393,480.66128,737.7422247,278.6913609
Gene117,33330.36396,11099.35121,108149.9175,7103.658361,55862.0001,3455.645013,15756.59785,68294.36251,10327.78271,20754.48706,24715.80588,7325.172715,85860.04976,61699.15875,45869.61862,53495.79596,12200.64525,10208.58504,183924.8932,9679.577196,9063.593116,2915.292642,3331.806326,19742.92607,2430.778043,55195.67147,35864.79139,23512.2967,40306.46732,19146.27234,33589.58251,27889.29734
Gene118,965732.0862,203187.0653,829612.6202,629875.7088,470485.6222,360541.4891,741773.5199,1065928.315,1354547.588,267184.4695,573811.9046,178264.5346,147959.6319,1287123.535,475735.3673,903111.1073,2956.50742,20681.52542,6634.712712,15309.0482,705.9001588,13129.7396,45723.64419,3293.349862,2618.493173,31029.30059,11696.76059,14975.08344,14505.86407,10512.45134,83926.86355,6531.834751
Gene119,1473212.967,15636711.76,1299710.168,377358.6956,1630919.596,1292785.306,6464806.816,11505657.19,2807434.648,3078546.041,2064179.63,11789410.74,191378.4885,1910957.146,972188.9426,1957484.038,10313984.68,317387807.5,37693325.79,8228075.16,461797.7797,301145991.3,1634686.689,874576844,6174462.483,866188529.9,171051500.8,27074178.79,243238274.2,35336124.14,652677628.2,7985918.32
Gene120,15292.21587,2473.080896,3965.480561,15152.55066,11472.12512,10454.15714,23072.71764,14451.65497,7652.368415,25043.07059,18282.95697,13553.84276,10188.56433,3499.455995,18994.58766,23467.6358,30035.10346,3141.720354,6139.372852,31486.06429,29391.10399,7192.994572,5096.80875,18095.21588,7323.55439,2113.622066,8307.14006,5281.675627,47069.7665,10085.95491,13717.31195,8451.318976
Gene121,10062.36249,5197.073919,1271.002923,4677.871256,866.2765047,8964.258198,4131.227709,3612.126235,963.2815757,1277.072914,780.7920383,942.0925189,3163.402539,3027.073329,2061.668092,849.3025917,2361.573836,1390.308414,1863.021257,1592.067782,1738.666718,2529.416387,10170.60939,1614.151635,1647.4159,1490.182694,2658.47153,2110.634806,2681.551675,2736.594656,2472.860336,1702.415832
Gene122,4879002.964,12027571.07,55159247.78,1372941.941,8705981.321,7883127.723,1700303.387,12675177.75,12294835.87,173227510.7,65902097.15,608049.7017,24847813.82,7714876.27,5286828.339,1487558.477,552342.2462,2660940.672,225607.0065,101621.299,110939.495,602072.943,426417.3745,27573.61694,1016027.92,178966.1227,92506.17242,889722.8797,1176575.567,194784.8929,188401.1628,62675.93386
Gene123,92242158.54,94707282.08,124933299.2,161128346.2,503766556.4,176350865.8,80284749.61,18534528.39,51532837.07,96899964.61,579496852.5,7451689.792,57767475.2,334997821.7,32303468.75,68345649.52,1468684.559,214747.451,4217854.727,4797346.553,1255566.282,419668.6772,1411651.373,1758893.678,845640.9032,446956.6756,4890214.102,524863.5005,1323555.851,7556144.349,2803261.862,889242.1656
Gene124,15538807.17,3739623.811,36725517.17,38902387.33,1845483526,3522822.682,3342506.49,51567904.99,261293481.6,18026830.75,5905860.48,20884853.63,220066312.5,51468261.69,485090.5746,10500394.28,13228630.56,10740111.06,2480700.488,78644308.34,65997160.33,17487359.6,19661000.02,28098028.35,3292519.274,11909217.34,22566963.4,18500443.19,7481875.874,9421884.148,32719757.64,70354960.93
Gene125,93940.92551,3366.374973,5993.595981,3554.400814,4379.722676,7441.764141,46402.34598,3465.301464,5919.776646,2517.188967,65806.72379,8397.693919,12263.24003,37680.84054,3113.217734,59873.44268,607167.6418,837594.8537,3523672.278,692797.9826,1342485.63,212349.6917,456225.004,72675.3811,408178.8334,318505.7213,479187.4726,949728.958,765565.6761,327891.5645,403563.5089,128534.8179
Gene126,207802.4864,215616.8251,69705.29967,33785.36043,11754.928,7038.017376,25347.39975,31222.50122,147706.8216,26136.80151,42092.63342,11693.92266,128970.8035,720236.9634,12844.87433,31627.85355,207573.5024,66517.93208,2552.424941,77665.18331,69264.26437,38752.02108,112555.8275,91671.8605,187055.7288,43460.24132,67343.19634,146629.8748,50330.49317,41586.19551,107102.074,94963.35914
Gene127,3.23103835,4.803376971,1.110538154,6.950453855,5.448987489,2.69958425,2.92025903,0.962035855,3.851732339,1.678750785,2.190807171,3.237342072,2.651376167,3.330039204,1.915998899,1.096799244,85.41042479,100.8827666,221.9117281,331.6152119,107.2531332,291.9220752,138.4862037,75.38114573,211.7117985,99.2952609,287.2239407,189.5276831,82.52498271,157.6178879,75.11872682,151.0309509
Gene128,8431960.851,4463021.099,1710541.146,22927257.66,22080326.74,2754354.449,1852436.914,3767603.07,15106935.36,127860090.4,5055204.695,1373701734,2063165.363,5099605.107,13846196.4,11004895.9,4397571.635,5999166.874,9375813.245,170068014.3,11321475.72,4862354.617,28056108.58,11556751.48,94416056.88,16386612.55,1562587.787,3544273.473,57767693.38,21754019.89,41706595.26,20122998.55
Gene129,10112605.99,264377.3319,1973737.248,113307.9381,1087218.274,1807878.299,4182116.46,527641.9669,4283578.881,547416.9628,596190.5406,1424090.669,750867.8632,1446997.561,391893.957,461902.1987,4739.816797,32381.74653,95692.22329,17578.01842,163544.6707,5727.476586,7689.078611,10063.64529,33140.69318,27982.50515,52196.45631,15192.09759,12209.49491,55580.53082,15029.96748,18481.71607
Gene130,6576.286323,5441.583312,31382.64715,11781.54158,12754.08494,4459.80674,13857.65365,31919.38556,74243.88258,9795.380584,14799.14995,1722.841737,17361.62631,18348.30299,3603.147883,8894.603891,10004.04599,11869.80192,7235.532668,9983.705914,5241.070006,9303.537554,24118.17441,25257.7495,1813.117903,4593.41965,9111.450107,16363.45686,6498.203093,3925.789233,5232.605029,9280.38031
Gene131,4955162.156,80184.46202,726114.7737,918040.8557,160736.4429,1102398.187,1138182.074,498976.0981,696398.982,78231.9553,1621588.14,2292526.526,92420.89125,78240.01017,1749308.887,78197.87679,63524.6625,61867.07559,63763.71018,304164.3966,633342.2669,1047483.443,223231.3263,1718779.891,437965.2848,506195.387,74116.30819,311709.6731,87176.64799,520211.2339,126735.3626,600091.845
Gene132,2890.245117,2017.759222,98.39644747,528.3882599,137.6263785,164.4706502,260.8416555,401.6891615,646.8618855,167.0557548,279.8475896,419.515649,505.6748257,464.3473375,246.1992918,192.5017954,129948.0863,40429.24948,104514.1621,30407.33644,18363.66102,35698.5171,10199.19668,20256.19166,15938.09608,5819.729629,69161.30937,9031.41725,15597.84076,83591.79047,4091.27516,16806.89837
Gene133,434663.2493,2098120.9,12011550.98,4120601.712,51482.44667,117247.4067,1968633.354,45649142.8,187887.6618,37033.62019,795409.2649,3532002.078,4344154.219,490409.0813,1322865.734,2621628.425,121438061.9,31284487.92,659598592.5,12684133.36,1200309362,65199465.19,8676603.814,641986601.9,7410637.498,496115081.2,5115831.126,3058580879,96688432.14,79488416.65,556681733.1,573970068.9
Gene134,132.4089353,833.3986436,218.3596694,467.4986077,55.12749079,53.22880384,357.0987195,732.8599422,122.0205074,227.2503368,59.40011268,273.7472815,74.23800862,114.0577432,63.60783394,72.59595149,16162.96673,8145.182941,5516.40067,21840.78519,17120.8511,12729.0332,18159.89772,5227.730894,1811.958941,10244.60134,3800.549263,19887.19614,4686.848718,54727.34848,22105.013,9280.93089
Gene135,11772.44275,50844.89442,16821.23575,7619.276827,1420.282178,12733.27503,9741.531428,6025.651396,124360.8395,8928.199686,11619.23744,41475.89792,83191.20065,96360.40051,126193.0642,174388.9716,9478.22586,115728.125,7183.151813,13289.14273,31841.80961,279989.7458,3506.559784,45850.96632,14699.78729,31032.92104,15300.79124,6226.698228,51983.32883,41644.37004,72474.77491,3129.108434
Gene136,130777.055,246516.8494,79545.49075,81333.75499,44555.10512,72702.41186,249193.2869,63371.21996,23084.77122,90915.85412,64403.36441,90517.38793,49621.82284,39431.6865,91097.84132,64775.56688,1131.956849,912.3626155,481.2827938,3218.370293,469.457306,3080.606299,1476.497003,1086.626802,583.6258335,1236.277389,1529.015253,7031.588777,3220.104114,547.8850268,748.6979261,1626.492434
Gene137,45585791.17,43341588.39,758242996.4,217528678.5,17850857.67,23529264.17,555230469.6,410853539.9,501314979.8,9346368.747,3357621673,6069431743,380662952.7,1493253161,121971730.4,772357597.4,2579644.577,36007829.19,1967325.262,5620416.187,25987737.11,878869.4722,5680385.036,5223901.318,385552.055,13258287.22,4280452.491,2524242.009,6101074.176,444541.3835,27999441.26,336809.41
Gene138,52757133.7,16203240.32,36394106.39,118086717.8,22127798.86,18258858.68,39769718.83,41170921.58,19181882.33,70809263.32,37374399.22,19960775.15,15597865.48,1431505.534,43844771.81,22706160.51,15622340.06,249033035.7,62658200.68,1194011724,39371353.82,61571970.91,402155055,40578919.55,1837996665,32198659.73,14469703.62,7454046.929,10332837.42,2941113.865,15025037.49,662213.5374
Gene139,1461071.761,17581321.58,953604.2391,50331225.74,1646303.89,23178475.59,768179.852,8470071.269,89796050.22,24882922.53,9655057.172,9799419.31,10162002.07,11001177.47,20706975.31,6330304.517,511978.1608,32414.92868,66535.32851,71852.34431,379750.4986,283404.3051,29347.63957,328774.606,109258.7324,201313.2708,84662.66685,155664.764,304599.2295,12880.41385,295851.7289,147911.4798
Gene140,446197.7113,279152.0763,2815264.762,1149142.568,1899881.34,339097.0628,385034.5446,1860619.477,1828073.163,240236.0781,895098.0896,718286.3398,2562641.643,2192913.889,853143.472,1569848.723,24781.07413,120775.3289,98385.00395,19466.60238,60237.41799,25494.15377,9911.124815,8915.045158,17185.18606,85495.90089,20703.3685,12778.30013,3651.208154,27961.94331,27596.41858,86858.03799
Gene141,20530.36596,3628.996216,3049.078653,2354.643563,1462.795274,2364.316936,2101.807445,6914.235681,2366.443617,6616.31828,543.1140158,2206.380441,6136.581362,14557.7763,3681.674995,2900.150581,3579.751313,4176.278863,4644.350151,1943.404923,1226.227027,2883.350849,2011.195264,5943.099549,1493.449535,975.815045,2536.198973,1493.527827,2000.218902,2807.680307,2974.652183,2886.801858
