Gene name	CMC_heart_24h_MI_16_011_S11	CMC_heart_24h_MI_20_012_S12	CMC_heart_24h_MI_30_013_S13	CMC_heart_24h_MI_32_014_S14	CMC_heart_24h_MI_34_015_S15	CMC_heart_24h_SHAM_13_016_S16	CMC_heart_24h_SHAM_17_017_S17	CMC_heart_24h_SHAM_19_018_S18	CMC_heart_24h_SHAM_21_019_S19	CMC_heart_24h_SHAM_25_020_S20
Oc90	0	0	0	0	0	0	0	0	0	0
Oca2	0	0	0	0	0	0	0	0	0	0
Ocel1	125.9031	188.3766	145.2483	140.9632	254.4389	109.592	96.2157	62.87275	82.7933	126.9829
Ociad1	1515.94987	2075.04304	1974.49544	2097.8569	3089.2268	1301.60649	1249.70448	875.64397	1006.51904	1825.7828
Ociad2	58.43222	43.35297	53.536411	59.13552	94.81359	70.1441	73.0808	47.27070004	40.999947	51.6571
Ocln	13	20.02835	13.00004	21.04449	13	9	4.999999	5	6	5
Ocm	1	0	0	0	0	0	0	0	0	0
Ocrl	260.84812	449.98897	419.77031	430.54898	670.80454	241.02317	272.9086	116.17055	172.12675	345.537
Ocstamp	2.02188	9.21636	12.3269	10.2681	9.10074	5.45542	6.06738	1.04094	0	1.02312
Odam	0	0	0	0	0	0	0	0	0	0
Odaph	0	1	0	2	2	0	0	0	0	1
Odc1	1381.64	2394.5	2700.85	2781.6	3688.77	584.463	456.007	449.712	631.959	732.206
Odf1	0	0	0	0	0	0	0	0	0	0
Odf2	248.2583	382.3992	292.99444	369.45415	481.61275	239.8953	184.71731	109.81159	175.511	291.8472979
Odf2l	105.4759	115.0934	101.05282	87.78599	130.287	80.43666	73.00333	55.29213	83.00007137	106.949365
Odf3	0	1	0	2.08445	1	0	0	0	0	0
Odf3b	0	0	0	1.40412	0	0	1.5613	0	0	0
Odf3l1	0	0	0	0	2	1	0	0	0	2
Odf3l2	0	0	0	0	0	0	0	0	0	0
Odf4	0	1	0	0	0	0	1	0	0	1
Odr4	527.554	577.945	545.302	584.32	783.984	588.057	454.83563	236.9095	340.761	530.221
Ofcc1	0	0	0	1	0	0	0	0	0	0
Ofd1	126	176	149	229	225	127	101	58	94	143
Ogdh	15160.3409	19992.5206	18087.6497	20669.2495	26723.0364	16843.7043	15835.2467	10259.99843	10357.00366	19681.1115
Ogdhl	2811.45	3263.34	2514.92	3575.03	3902.23	2186.03	2593.206	1466.56	1673.24	3021.82
Ogfod1	431.0000475	591.5785	581.4128	577.2563651	936.079507	395.839	318.478	237.00008	272.5406878	605.5250109
Ogfod2	132.4495	165.37901	145.3069	102.91746	187.6914	106.26907	107.405	84.7061	107.153	108.103
Ogfod3	135.46	154.017	120.771	128.543	182.124	121.311	82.7916	85.9022	78.905	117.858
Ogfr	431.609	604	533.003	683.139	835.117	394	313.926	222	308.867	395.43
Ogfrl1	542.7889	596.7935	505.3541	500	772.8004	479.0088	490.973	350.9968	340.76943	570.407
Ogg1	52.9428	78.7028	65.3531	46.7432	96.2977	35.2352	34.7732	24.9113	35.6212	46.6881
Ogn	1582	1246	1488	1389	1906	1857	2303	1017	987	1838
Ogt	1055.72	1520.740533	1349.7464	1601.7199	2592.389	1255.43	997.2296	728.729	861.073	1345.7234
Oip5	1.4757	6.72301	0	2.68722	0.428358	6.10201	4.16739	3	1.70951	0
Oit1	0	0	0	0	0	0	0	0	0	0
Oit3	3	2	2.21602	1	2	0	0	0	0	1
Ola1	367.3293	457.1657	490.5351	513.4038	634.454	309.37629	224.5366	212.87084	225.489	347.664
Olah	0	0	0	0	0	0	0	0	0	0
Olfm1	103	171.0003	113	79.00002	206.9998	74	37.8393	50.0000478	92	69.00000352
Olfm2	2	0	1	5	3	3	1	2	1	0
Olfm3	0	1	0	1	0	0	2	0	0	0
Olfm4	2.422113	10	10	12	22.00001	1	1	0	0	1
Olfm5	0	0	0	0	0	0	0	0	0	0
Olfml1	62	30	31	28	60	43	44	43	40	41
Olfml2a	69	75	84.0194	105	100.137	84	59	29	39	75
Olfml2b	152	189	170	161	293	131	107	93	80	266
Olfml3	126.085	78.1069	46.4743	41.9709	113.016	104.514	110.456	60.6794	55.6389	81.8595
Olfr1	1	0	1	1	3	1	1	0	0	0
Olfr10	0	0	0	0	1	0	0	0	0	0
Olfr1000	0	0	0	0	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0	0	0
Olfr1009	0	2	0	3	2	1.14078	2	1	0	2.0803
Olfr101	0	0	0	0	0	0	0	1	2	0
Olfr1012	1.01305	4.000000265	2.000000222	3.050230081	2.02138	2.00000004	3.049310012	1	0	6.000000236
Olfr1013	0	0	0	0	0	0	0	0	0	0
Olfr1014	1	0	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0	1	0	0	0
Olfr1018	0	0	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0	0	0
Olfr102	2.84185	7.00546	1.03569	2.28723	4.67691	0	1.01692	1.03375	3	3.16846
Olfr1020	0	0	0	0	0	0	0	0	1	0
Olfr1022	0	0	0	0	0	0	0	0	0	0
Olfr1023	16	24	18.0099	14.5804	44.4971	13.7821	9.01495	18	12.0226	8.19629
Olfr1024	0	0	0	0	0	0	0	0	0	0
Olfr1025-ps1	0	0	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0	0	0
Olfr1028	6.64199	6.6712	7.57531	6.45749	7.09185	9.82284	5.17113	1.58239	5.97189	3.81793
Olfr1029	0	2	0	0	1	0	0	0	0	1
Olfr103	0	0	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	4.52253	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0	0	0	0	1
Olfr1033	1308.9978	2118	2050.00097	2392.998813	3164.99548	938.9999	949.00035	465.0001	485	820.0002
Olfr1034	18	15	11	13	26	30	29	13	16	31
Olfr1036	0	0	0	0	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0	0	0	0	0
Olfr1039	0	0.176794	0	1.61947	3.60657	1.01717	0	0	1.94192	2.61466
Olfr104-ps	0	0	0	1	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0	0	0	0	0
Olfr1048	1.02871	1.04827	1.0829	0	2.2644	0	3.08536	0	3.56955	0
Olfr1049	0	0	0	0	0	0	0	0	0	0
Olfr105-ps	0	0	0	0	0	0	0	0	0	0
Olfr1051	0	1.002943359	0	2.009369803	1.003948961	0	0	0	0	0
Olfr1052	0	0	0	0	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0	0	0	0	0
Olfr1055	0	0	1.04494	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0	0	0
Olfr1057	0	1	0	1	0	0	1	0	0	1
Olfr1058	0	0	0	0	0	0	0	0	0	0
Olfr106-ps	0	0	0	0	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0	0	0	0	0
Olfr107	1.26923	0	0	2.84367	1.77996	1.53246	0	1.23112	1.11336	5.15989
Olfr1076	0	0	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0	0	0
Olfr108	0	0	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0	0	0
Olfr1085	0	1.000000215	1.000000333	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0	0	0
Olfr1087	0	0	1.00681	0	1	0	1	0	1.00077	0
Olfr1089	0	0	0	0	0	0	0	0	0	0
Olfr109	3.02985	3.20941	2.00892	2.12103	6.1757	1.02944	1.82493	0	2.04509	2.00004
Olfr1090	0	0	4.00418	4	4.06312	0	0	1.00226	3.00458	0
Olfr1093	0	0	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0	0	0
Olfr11	3.1921	8.15134	3.24072	5.43765	5.04766	4.41496	2.95866	0	0	6.69814
Olfr110	0	0	0	0	0	0	0	0	0	0
Olfr1100	0	1.13572	1	1	0	1	0	0	0	0
Olfr1101	0	0	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0	0	0
Olfr1104	0	0	0	0	1	1	0	0	0	0
Olfr1105	0	0	0	1.00568	1.0063	3.03411	2	0	0	1.00589
Olfr1106	0.9999998	2.049808	0	3.011226	4.052103	0	1.0030253	0	0	0
Olfr1107	0	0	0	0	0	0	0	0	0	0
Olfr1109	2	1	1	0	1.3444	1	1	0	1	2.04599
Olfr111	0	1	1	0	2.000001	0	0	0	0	0
Olfr1110	0	0	0	0	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0	0	0	0
Olfr1115	0	2	0	1	4	0	0	0	2	0
Olfr1116	3.33406	15.4221	7.18141	26.1923	13.7027	5.05324	11.0125	2.22995	12.915	12.0519
Olfr1118	1.02742	2.0086	1.0341	4.65738	4.27372	2.01158	0	0	4.06662	0
Olfr112	0	0	0	0	0	0	0	0	0	0
Olfr1120	15.9826	21.5011	18.6593	24.6626	23.6745	14.0124	13.6682	3.17692	13.3404	8.46697
Olfr1121	0	0	0	0	0	0	0	0	0	0
Olfr1122	2.35838	2.86285	7.69059	2.9076	2.76794	0	5.9889	0	0	4.12496
Olfr1123	0	2	1.00282	0	1.00161	0	0	0	0	0
Olfr1124	6.19715	7.25977	3.32703	4.06677	3.08097	4.05035	6.60139	3.41164	9.57058	12.8639
Olfr1126	0	0	0	0	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0	0	0	0	0
Olfr1129	0	1.00026	0	3	3.83499	0	0	1.00131	0	0
Olfr113	0	0	1.02661	0	1.02091	2	0	0	0	0
Olfr1130	0.9999999	0	0	0	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	1	0	0	0	0
Olfr1136	0	0	0	0	0	0	0	0	0	0
Olfr1137	0	1.00052	0	0	0	0	0	0	0	0
Olfr1138	1	2	0	0	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0	0	0	0
Olfr115	0	0	0	2.002632455	2.002010206	1.001550966	0	0	0	2.002653295
Olfr1150-ps1	0	0	1.00316	2	1	3.01828	2	0	0	2
Olfr1151	0	0	0	0	0	0	0	0	0	0
Olfr1152	6.7047	7.54056	13.2018	10.1649	12.7433	11.7427	3.66586	1.11407	2.17121	5.3196
Olfr1153	0	0	0	0	0	0	0	0	0	0
Olfr1154	0	0	1	0	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0	0	0	0	0
Olfr1156	26.36251081	41.96091034	47.65866425	42.98852105	64.77333623	36.14935179	34.69304796	28.18182554	13.07100583	47.06881844
Olfr1157	2	0	1	4	3	3	0	0	2	3
Olfr1158	0	0	0	0	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0	0	0	0	0
Olfr1160	0	0	2.00762	1.00777	0	0	1.12745	1.00053	1.10769	0
Olfr1161	0	0	0	0	0	0	0	0	1.000000392	0
Olfr1162	0	0	0	0	0	2	1.00058	0	0	2
Olfr1163	0	0	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0	0	0
Olfr1167	2.73463	4.75253	6.41412	4.64946	9.91253	5.91994	5.34637	4.37196	0	9.06635
Olfr1168	0	0	0	0	0	0	0	0	0	0
Olfr117	1.15096	0	1.17849	0	5.81812	0	0	0	2	0
Olfr1170	0	0	1.04656	0	1.07151	0	0	0	0	0
Olfr1173	19.074	25.5251	30.5627	31.1568	50.5746	11.5778	13.4359	18.2858	12.0879	12.3333
Olfr1174-ps	0	0	0	0	0	0	0	0	0	0
Olfr1175-ps	8.38355	14.1276	16.8303	20.9263	23.5213	19.0441	6.01952	13.5227	8.31224	10.6053
Olfr1176	0	0	0	0	0	0	0	0	0	0
Olfr1177-ps	0	0	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0	0	0	0	0
Olfr118	0	3.34447	0	0	3.35295	2.05167	0	5.06829	3	1.04706
Olfr1180	0	0	0	0	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0	0	0	0	0
Olfr1183	4.984580049	4.07332	5.723874708	4.25043098	5.132600073	1.473980269	4.105740188	0	2.201640025	4.213371396
Olfr1184	0	0	0	0	0	0	0	0	0	0
Olfr1185-ps1	0	0	0	0	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0	0	0	0	0
Olfr1188	0	0	0	0	3	0	0	0	0	0
Olfr1189	0	0	0	0	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0	0	0	0	0
Olfr1191-ps1	18.0692	11.30503	12.44594	19.11938	17.77386	18.35852	10.5246	2.83206	18.56827	12.5429
Olfr1192-ps1	0	2	0	0	1	0	0	0	0	0
Olfr1193	0	0	0	0	0	0	0	0	0	0
Olfr1195	0	5.15789	3.72821	5.11375	2.40881	2.08356	0	0	3.09487	1.01308
Olfr1196	4.022690108	2.124652501	3.076145411	2.065091105	9.472930365	3.074791304	2.029440231	0	3.037960091	2.013931502
Olfr1197	0	0	1	0	0	0	0	0	0	0
Olfr1198	2.08975	4.01889	0	0	1.16644	1.11543	5.47636	1.10352	1.16871	5.70806
Olfr1199	0	0	0	0	0	0	0	0	0	0
Olfr12	9	11.2251	14	7.74583	18	3	9	2	9	10
Olfr120	0	0	0	0	0	0	0	0	1	0
Olfr1200	1	2	0	0	0	0	0	2	0	3
Olfr1201	0	0	0	0	0	0	0	0	0	0
Olfr1202	0	2.36474	1.01826	1.22158	0	1.45088	0	0	0	1.00432
Olfr1204	0	2.19801	0	3.49537	2.02833	0	2.02293	2.07062	0	1.01923
Olfr1205	0	2.09601	2.09426	1	1.00679	2.03483	2	0	3.19349	0
Olfr1206	0	0	0	0	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0	0	0	1	0
Olfr1217	2.04368	0	1.0114	1	0	3.06752	1	0	0	2.28367
Olfr1218	2	1	2	3.00222	1.00071	0	1	0	0	0
Olfr1219	0	0	0	0	2.27369	0	1.01654	0	4	0
Olfr122	0	0	0	0	0	0	0	0	0	0
Olfr1220	0	2.07597	1.03313	5.92393	10.1383	4.34748	3.30259	5.01125	5.97118	13.9299
Olfr1221	6.27642	10.91701733	7.034719152	13.71707958	10.82501792	1.045144638	2.320131896	0	3.589360415	3.322051584
Olfr1222	0	0	0	1	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0	0	0
Olfr1224-ps1	0	0	0	2	0	0	0	0	0	2
Olfr1225	0	0	0	0	0	0	0	0	0	0
Olfr1226	0	1.00984	0	1	2.05603	0	2.52351	3.60829	0	2.12856
Olfr1228	0	0	0	1	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0	0	0	0	0
Olfr123	0	0	0	0	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0	0	0	0	0
Olfr1238	1.23703	0	0	0	6.28584	1.1181	2.37352	0	0	1.16663
Olfr1239	0	0	0	0	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0	0	0	0	0
Olfr1240	0	1	0	0	0	4	0	0	1	1
Olfr1241	0	0	0	0	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	1.06741	0	0	0	0
Olfr1246	0	1.000749533	0	5.066018071	3.054065389	3.003613655	1.054451939	1.000000202	0	1.036236445
Olfr1247	20.1668	15.1603	21.3748	17.0615	25.625	25.0588	14.011	16.6418	18.6361	7.392
Olfr1248	0	0	0	0	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0	0	0	0	0
Olfr125	0	1.00636	0	0	0	0	0	0	0	0
Olfr1250	0	6.23993	2.56151	8.57969	4.89128	5.09302	2.75946	3.42483	2.98693	2.20752
Olfr1251	0	0	0	0	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0	0	0	0	0
Olfr1254	2.0064	1	4	1	4	3	4	1	3	3
Olfr1255	0	0	0	0	0	0	0	0	0	0
Olfr1256	2.31806	3.87817	4.77393	2.17683	5.94255	2.22217	1.30016	0	1.24649	0
Olfr1257	0	0	0	0	0	0	0	1	0	0
Olfr1258	2	0	1.030620133	1.000000031	1.0654	0	0	0	0	2.000000092
Olfr1259	0	0	1	0	0	0	0	0	0	0
Olfr126	0	1	0	0	0	0	0	0	0	0
Olfr1260	5.09011	18.0642	9.24689	6.88705	29.445	7.70983	1.8194	4.62137	5.46664	2.44784
Olfr1261	1	2.10729	1	0	0	0	0	1	2.56916	0
Olfr1262	0	2	0	0	0	1.00285	0	0	0	0
Olfr1263	0	0	0	0	0	0	0	0	0	0
Olfr1264	1.04059	4.16674	4.29917	3.1677	3.16913	3.3716	3.10703	0	1.0559	3
Olfr1265	0	4.25592	0	6.49271	5.23283	1.07562	1.03375	1.14655	5.26363	0
Olfr1269	5	6.27179	2.42321	3.4872	8.03882	3.51608	1.67382	7.33454	2.65724	4.02472
Olfr127	3.19135	7.22816	0	2.06616	1.04942	1.00405	1	1	0	0
Olfr1270	0	0	0	0	0	0	0	0	0	0
Olfr1271	0	1.99E-08	1.05E-07	3.60E-08	0	2.18E-08	0	0	0	5.12E-08
Olfr1272	0	0	0	0	0	0	0	0	0	0
Olfr1274-ps	0	0	1.00102	1.00072	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0	0	0
Olfr1277	2.25809	1.09674	1.22553	1.05412	3.14882	2.5788	1.27566	0	1.22636	3.35725
Olfr1278	0	0	0	0	0	0	0	0	0	0
Olfr1279	0	2	0	0	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0	0	0	0	0
Olfr1280	0	0	0	2.53651	0	0	0	0	0	0
Olfr1281	1.00009	0	1.00028	1.12932	1.00013	0	0	0	1.00046	0
Olfr1282	0	0	0	0	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0	0	0	0	0
Olfr1284	1.31258	0	1.80938	0	0	3.17953	0	0	0	0
Olfr1286	1.00024	1.10853	1.00049	0	1.00028	0	0.999672	0	1.00068	1
Olfr1287	0	0	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0	0	0	0	0
Olfr129	0	1.06093	0	1.06553	2.12262	0	0	0	0	1.00826
Olfr1290	0	0	1.00649	0	0	0	0	0	0	0
Olfr1291-ps1	0	1.00039	0	1	2	0	0	0	0	0
Olfr1293-ps	0	2.45018	1.00372	2.00021	1.00027	1.02815	2.00008	2.04699	1.20605	6
Olfr1294	0	0	0	0	0	0	0	0	0	0
Olfr1295	1	2.1442	2.01173	3	1	0	0	0	1	0
Olfr1297	0	5	6	5.08236	6	0	1.04434	1	0	0
Olfr1298	0	0	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0	0	0
Olfr13	0	1	0	0	0	0	0	0	0	0
Olfr130	0	0	1	0	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0	0	0	0	0
Olfr1303	0	1	0	0	3	3	0	1	2.02329	0
Olfr1305	0	0	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0	0	0
Olfr1307	51.3068	81.4578	83.1016	107.976	126.651	69.9531	93.254	40.2681	46.2948	82.9449
Olfr1308	0	0	0	0	0	0	0	0	0	0
Olfr1309	2.35522	10.4408	3	4.37802	9.79802	1	1	2	2	1
Olfr131	0	0	0	0	0	0	0	0	1	0
Olfr1310	0	5.21965	7.72114	6.22738	9.2572	6.08298	1.01092	1.00468	2.08175	3.0282
Olfr1311	0	0	0	0	0	0	0	0	0	0
Olfr1312	3.00343	7.23154	5.84566	7.31922	8.92437	7.86517	3.00692	2.00309	4	2.006
Olfr1313	0	1.00000043	0.99999956	1.00000027	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0	0	0	0	0
Olfr1315-ps1	1	2	0.472999	0.470213	2	0.945391	0	0	0	1
Olfr1316	0	0	1.527	1.52979	0	3.05461	0	0	2	0
Olfr1317	0	0	0	0	0	0	0	0	0	0
Olfr1318	1.81E-08	0	1.30E-06	0	2.63E-08	1.52E-06	7.93E-08	0	0	1.08E-06
Olfr132	0	0	0	0	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0	0	0	0	0
Olfr1321	3.00332	1.00091	3	3	3.75276	4	5.83595	1	0	5
Olfr1322	0	0	2.17964	2.13206	4.12008	1.54754	1.03875	1.26152	6.87067	0
Olfr1323	1	0	0	0	1	0	2	0	0	3
Olfr1324	0	0	0	0	1	0	0	0	0	0
Olfr1325	1	3	1	2	4	1	1	0	0	1
Olfr1326-ps1	0	0	0	0	0	0	0	0	0	0
Olfr1328	1.15167	2	1.17622	4	6.11268	1.72959	2	0	0	0
Olfr1329	0	0	0	0	0	0	0	0	0	0
Olfr133	1	0	1.01754	1	4	1.03905	0	1	0	0
Olfr1330	0	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0	0	0
Olfr1336	23.7283	25.0518	26.3238	29.5926	41.1365	16.8803	32.025	17.3121	17.7126	23.9988
Olfr1337	0	0	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	1	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0	0	0
Olfr134	0	0	0	0	0	0	0	0	0	0
Olfr1340	0	3	0	1	0	0	0	0	0	0
Olfr1341	0	7.41777	4	3.4812	6.32297	0	1.00469	0	2.01223	1.057687
Olfr1342	0	0	0	0	0	0	0	0	0	0
Olfr1344	0	1	1	0	0	1	0	0	0	0
Olfr1346	0	1.02466	1.03205	1.00247	1.07098	0	0	0	0	0
Olfr1347	0	0	0	0	0	0	0	0	0	0
Olfr1348	1	1	0	2	1	0	1	0	0	0
Olfr1349	0	2.04734	0	2.54213	2.04862	1.02711	1.01083	2.05534	0	0
Olfr135	0	0	0	0	0	0	0	0	0	0
Olfr1350	0	0	0	0	0	0	0	0	0	0
Olfr1351	0	0	0	0	0	1.20715	0	0	0	0
Olfr1352	4.90285	4.75651	3.31136	3.05937	4.85083	2.62175	0	0	4.11629	2.36653
Olfr1353	0	0	0	0	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0	0	0	0	0
Olfr1355	0	0	0	0	0	0	0	0	0	0
Olfr1356	2.51562	0	0	0	5.1072	3.33058	0	0	1.90245	0
Olfr1357	0	0	0	0	1	0	1.00249	0	0	0
Olfr1358	0	0	0	0	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0	0	0	0	0
Olfr136	0	0	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0	0	0
Olfr1366	0	1	0	0	0	0	1	0	0	0
Olfr1367	0	0	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0	0	0
Olfr1369-ps1	3.00709	2.03004	1.01939	2.01378	4.39381	0	1.01642	1.04571	1	0
Olfr137	0	3.25927	2.0088	1	4.51137	2	4	0	0	0
Olfr1370	0	0	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	0	0	0	0	0	0	0
Olfr1373	0	0	0	0	2	0	0	0	0	0
Olfr1375	0	0	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0	0	0
Olfr1378	10	5	2	19	9	6	3	2	9	6
Olfr138	0	0	0	0	0	0	0	0	0	0
Olfr1380	1.01181	0	2.00818	1.00426	3.03276	4.03134	2.01929	1.0091	0	1.00268
Olfr1381	2.33571	2.47298	2.42999	2.38475	2.33297	1.15862	0	0	0	4.00462
Olfr1382	0	0	0	3.000000274	1	0	1.000000043	0	0	0
Olfr1383	6.47281	2.07213	3.06819	3.05064	3.23896	4.00713	4.12759	4	0	2.07415
Olfr1384	0	0	1	0	1	0	0	0	3	1.02717
Olfr1385	0	14.6365	0	6.78103	0	7.46154	0	0	9.84298	6.78843
Olfr1386	0	0	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0	0	0
Olfr1388	10.9414	15.5314	6.00825	8.98392	11.6838	8.73123	6.11637	4.48071	5	11.1296
Olfr1389	0	0	0	2	1.00046	0	0	2.77451	2.23562	1.57014
Olfr139	0	0	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	1	0	0	0	0	0	0
Olfr1391	0	0	3	1	1.00008	0	0	0	0	1
Olfr1392	0	0	0	3.00153	0	0	0	0	0	0
Olfr1393	0	0.0463261	0	5	0	0	0	0.640123	0.604325	0
Olfr1394	0	3	2.21196	3.12055	1	2.10094	1	0	1	1
Olfr1395	0	0	0	0	1	0	0	0	0	0
Olfr1396	9	40.99996	39.99997	42.01289	54.000041	17.99998	13.00336	18.00005	27	56.95360602
Olfr140	1	1	0	2	0	0	0	0	1	0
Olfr1402	5	3	2	4	2	1	2	3	2	0
Olfr1404	0	0	0	0	0	0	1	0	0	0
Olfr1406	0	0	0	1.00728	1	2	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	1	0	3.00355	6.00297	3	0	0	0	1
Olfr1411	0	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	0
Olfr1414	0	1	0	0	1	0	1.09499	0	0	1
Olfr1415	3	2	1	3	5	1	1	1	1	1
